SampleNumber	Tile	NumberOfReadsRaw	NumberOfReadsPF
89	2108	1957	1900
90	2108	1204	1173
91	2108	4437	4315
92	2108	1670	1606
93	2108	2211	2141
94	2108	816	795
95	2108	1495	1449
96	2108	1674	1590
0	2109	53175	51101
1	2109	5	4
2	2109	244	237
3	2109	2626	2543
4	2109	659	636
5	2109	1737	1695
6	2109	1394	1353
7	2109	4940	4808
8	2109	2664	2582
9	2109	3357	3246
10	2109	1080	1042
11	2109	4690	4547
12	2109	907	868
13	2109	168	136
14	2109	1880	1831
15	2109	1829	1772
16	2109	2662	2599
17	2109	1353	1314
18	2109	2897	2816
19	2109	5431	5243
20	2109	1108	1068
21	2109	1185	1137
22	2109	158	154
23	2109	1266	1227
24	2109	4752	4626
25	2109	91	85
26	2109	899	869
27	2109	3005	2942
28	2109	1398	1338
29	2109	3390	3311
30	2109	7905	7655
31	2109	1198	1144
32	2109	3583	3478
33	2109	1157	1121
34	2109	5113	4979
35	2109	2561	2476
36	2109	1466	1407
37	2109	150	143
38	2109	5472	5324
39	2109	10227	9910
40	2109	2836	2740
41	2109	3705	3605
42	2109	7739	7532
43	2109	2571	2502
44	2109	1687	1618
45	2109	6270	6127
46	2109	3752	3649
47	2109	3108	3015
48	2109	696	667
49	2109	632	614
50	2109	7655	7430
51	2109	8642	8383
52	2109	4456	4305
53	2109	7055	6885
54	2109	3325	3223
55	2109	2556	2473
56	2109	3143	3043
57	2109	655	629
58	2109	4737	4599
59	2109	6124	5964
60	2109	3367	3267
61	2109	455	444
62	2109	3107	2996
63	2109	4819	4631
64	2109	1318	1264
65	2109	6190	5998
66	2109	4520	4380
67	2109	3508	3410
68	2109	2751	2660
69	2109	3564	3469
70	2109	8681	8428
71	2109	3359	3253
72	2109	5199	5067
73	2109	115	107
74	2109	6233	6037
75	2109	5210	5039
76	2109	6532	6347
77	2109	1894	1837
78	2109	1322	1269
79	2109	2238	2172
80	2109	913	853
81	2109	4256	4137
82	2109	1548	1483
83	2109	963	936
84	2109	7125	6886
85	2109	1448	1352
86	2109	4569	4438
87	2109	4478	4333
88	2109	603	582
89	2109	1904	1858
90	2109	1260	1214
91	2109	4623	4492
92	2109	1802	1737
93	2109	2171	2109
94	2109	837	812
95	2109	1625	1578
96	2109	1621	1557
0	2110	53683	51617
1	2110	3	2
2	2110	240	235
3	2110	2714	2645
4	2110	729	712
5	2110	1777	1728
6	2110	1322	1282
7	2110	5034	4917
8	2110	2661	2606
9	2110	3385	3292
10	2110	1022	993
11	2110	4547	4408
12	2110	903	873
13	2110	161	139
14	2110	1882	1845
15	2110	1820	1780
16	2110	2600	2535
17	2110	1366	1337
18	2110	3028	2932
19	2110	5299	5161
20	2110	1129	1103
21	2110	1123	1093
22	2110	162	158
23	2110	1309	1282
24	2110	4689	4574
25	2110	101	98
26	2110	931	904
27	2110	2905	2832
28	2110	1347	1291
29	2110	3427	3322
30	2110	7928	7697
31	2110	1226	1176
32	2110	3684	3586
33	2110	1137	1100
34	2110	5263	5132
35	2110	2560	2493
36	2110	1430	1367
37	2110	143	137
38	2110	5602	5484
39	2110	10306	10021
40	2110	2902	2815
41	2110	3795	3685
42	2110	7688	7494
43	2110	2551	2476
44	2110	1748	1687
45	2110	6571	6463
46	2110	3938	3843
47	2110	3173	3097
48	2110	768	740
49	2110	639	627
50	2110	7573	7379
51	2110	8770	8526
52	2110	4439	4318
53	2110	7226	7073
54	2110	3340	3261
55	2110	2496	2434
56	2110	3106	3039
57	2110	612	596
58	2110	4892	4756
59	2110	6143	5961
60	2110	3457	3365
61	2110	432	418
62	2110	3230	3129
63	2110	4924	4804
64	2110	1304	1264
65	2110	6169	6007
66	2110	4665	4535
67	2110	3446	3350
68	2110	2861	2787
69	2110	3541	3459
70	2110	8822	8597
71	2110	3338	3246
72	2110	5330	5178
73	2110	94	87
74	2110	6305	6110
75	2110	5197	5048
76	2110	6453	6287
77	2110	1815	1760
78	2110	1346	1304
79	2110	2244	2172
80	2110	893	854
81	2110	4221	4113
82	2110	1553	1497
83	2110	992	966
84	2110	7022	6784
85	2110	1446	1354
86	2110	4511	4385
87	2110	4276	4173
88	2110	687	670
89	2110	1896	1852
90	2110	1221	1187
91	2110	4603	4490
92	2110	1697	1638
93	2110	2211	2143
94	2110	831	818
95	2110	1511	1474
96	2110	1575	1516
0	2111	54028	52015
1	2111	2	1
2	2111	255	245
3	2111	2606	2535
4	2111	697	672
5	2111	1763	1715
6	2111	1338	1304
7	2111	5044	4909
8	2111	2681	2606
9	2111	3408	3316
10	2111	1022	982
11	2111	4690	4575
12	2111	923	891
13	2111	185	149
14	2111	1849	1790
15	2111	1772	1720
16	2111	2668	2593
17	2111	1375	1334
18	2111	2878	2787
19	2111	5505	5365
20	2111	1101	1073
21	2111	1183	1140
22	2111	155	148
23	2111	1296	1254
24	2111	4716	4570
25	2111	127	119
26	2111	913	880
27	2111	2913	2832
28	2111	1428	1378
29	2111	3421	3325
30	2111	7838	7613
31	2111	1164	1120
32	2111	3731	3628
33	2111	1135	1104
34	2111	5295	5156
35	2111	2593	2522
36	2111	1399	1359
37	2111	183	177
38	2111	5577	5470
39	2111	10132	9849
40	2111	2840	2739
41	2111	3794	3680
42	2111	7880	7656
43	2111	2611	2527
44	2111	1650	1578
45	2111	6622	6490
46	2111	3813	3698
47	2111	3090	3002
48	2111	688	658
49	2111	625	600
50	2111	7728	7505
51	2111	8713	8460
52	2111	4435	4305
53	2111	7266	7101
54	2111	3319	3231
55	2111	2499	2423
56	2111	3216	3120
57	2111	577	538
58	2111	4855	4738
59	2111	6053	5871
60	2111	3542	3453
61	2111	439	421
62	2111	3210	3112
63	2111	4901	4769
64	2111	1259	1213
65	2111	6253	6081
66	2111	4525	4399
67	2111	3456	3361
68	2111	2859	2779
69	2111	3552	3456
70	2111	8931	8666
71	2111	3360	3249
72	2111	5235	5083
73	2111	87	83
74	2111	6435	6223
75	2111	5190	5036
76	2111	6610	6427
77	2111	1822	1766
78	2111	1294	1248
79	2111	2276	2211
80	2111	938	884
81	2111	4184	4061
82	2111	1630	1579
83	2111	961	936
84	2111	7215	6995
85	2111	1502	1421
86	2111	4663	4529
87	2111	4340	4237
88	2111	653	632
89	2111	1866	1814
90	2111	1280	1244
91	2111	4507	4377
92	2111	1664	1614
93	2111	2188	2117
94	2111	883	861
95	2111	1548	1508
96	2111	1698	1618
0	2112	53738	51638
1	2112	3	1
2	2112	250	236
3	2112	2697	2602
4	2112	665	649
5	2112	1801	1760
6	2112	1405	1365
7	2112	5102	4968
8	2112	2657	2573
9	2112	3315	3217
10	2112	1016	974
11	2112	4713	4567
12	2112	922	893
13	2112	165	136
14	2112	1810	1758
15	2112	1804	1739
16	2112	2685	2598
17	2112	1394	1358
18	2112	2992	2900
19	2112	5587	5419
20	2112	1089	1061
21	2112	1177	1147
22	2112	181	173
23	2112	1177	1138
24	2112	4820	4694
25	2112	114	109
26	2112	955	925
27	2112	2999	2935
28	2112	1422	1382
29	2112	3399	3310
30	2112	7963	7712
31	2112	1148	1105
32	2112	3615	3500
33	2112	1193	1141
34	2112	5229	5081
35	2112	2604	2532
36	2112	1555	1505
37	2112	154	151
38	2112	5606	5457
39	2112	10498	10165
40	2112	2934	2845
41	2112	3782	3685
42	2112	7982	7778
43	2112	2579	2509
44	2112	1663	1612
45	2112	6629	6500
46	2112	3858	3749
47	2112	3153	3064
48	2112	705	671
49	2112	606	587
50	2112	7761	7543
51	2112	8783	8515
52	2112	4407	4284
53	2112	7366	7201
54	2112	3216	3114
55	2112	2512	2433
56	2112	3168	3081
57	2112	591	569
58	2112	4907	4758
59	2112	6127	5936
60	2112	3539	3430
61	2112	441	431
62	2112	3254	3183
63	2112	4887	4722
64	2112	1311	1274
65	2112	6230	6042
66	2112	4573	4444
67	2112	3409	3302
68	2112	2755	2648
69	2112	3649	3542
70	2112	8819	8562
71	2112	3229	3131
72	2112	5230	5095
73	2112	97	92
74	2112	6316	6107
75	2112	5253	5091
76	2112	6518	6364
77	2112	1839	1782
78	2112	1297	1239
79	2112	2214	2160
80	2112	912	845
81	2112	4326	4194
82	2112	1724	1669
83	2112	958	925
84	2112	6999	6729
85	2112	1482	1375
86	2112	4568	4440
87	2112	4316	4186
88	2112	618	599
89	2112	1954	1885
90	2112	1271	1231
91	2112	4506	4390
92	2112	1698	1632
93	2112	2236	2170
94	2112	871	851
95	2112	1578	1519
96	2112	1687	1607
0	2113	54388	52195
1	2113	2	2
2	2113	252	243
3	2113	2656	2584
4	2113	710	684
5	2113	1788	1722
6	2113	1368	1314
7	2113	4882	4744
8	2113	2730	2661
9	2113	3282	3184
10	2113	1035	995
11	2113	4704	4555
12	2113	936	914
13	2113	150	118
14	2113	1793	1722
15	2113	1809	1755
16	2113	2745	2661
17	2113	1346	1305
18	2113	2881	2811
19	2113	5613	5455
20	2113	1083	1045
21	2113	1184	1152
22	2113	178	169
23	2113	1274	1237
24	2113	4848	4696
25	2113	123	115
26	2113	897	867
27	2113	2925	2842
28	2113	1399	1352
29	2113	3520	3427
30	2113	7887	7630
31	2113	1106	1056
32	2113	3655	3528
33	2113	1143	1098
34	2113	5349	5200
35	2113	2729	2634
36	2113	1457	1413
37	2113	144	137
38	2113	5543	5401
39	2113	10425	10096
40	2113	2939	2852
41	2113	3838	3722
42	2113	7848	7618
43	2113	2607	2515
44	2113	1682	1629
45	2113	6667	6510
46	2113	3858	3749
47	2113	3201	3113
48	2113	762	704
49	2113	617	588
50	2113	7663	7435
51	2113	8785	8521
52	2113	4434	4288
53	2113	7288	7096
54	2113	3335	3224
55	2113	2502	2415
56	2113	3142	3049
57	2113	542	521
58	2113	4861	4707
59	2113	6195	5992
60	2113	3411	3314
61	2113	433	415
62	2113	3200	3112
63	2113	5044	4872
64	2113	1231	1190
65	2113	6249	6057
66	2113	4655	4515
67	2113	3458	3345
68	2113	2828	2725
69	2113	3469	3366
70	2113	8869	8591
71	2113	3318	3218
72	2113	5325	5167
73	2113	98	91
74	2113	6393	6177
75	2113	5454	5273
76	2113	6640	6456
77	2113	1852	1794
78	2113	1307	1257
79	2113	2260	2178
80	2113	939	876
81	2113	4349	4215
82	2113	1646	1586
83	2113	961	938
84	2113	7054	6786
85	2113	1461	1344
86	2113	4615	4469
87	2113	4471	4349
88	2113	620	588
89	2113	1911	1859
90	2113	1313	1288
91	2113	4429	4295
92	2113	1746	1671
93	2113	2286	2198
94	2113	904	873
95	2113	1563	1517
96	2113	1700	1611
0	2114	54131	51976
1	2114	1	1
2	2114	256	246
3	2114	2661	2582
4	2114	704	679
5	2114	1890	1844
6	2114	1360	1323
7	2114	4991	4854
8	2114	2773	2702
9	2114	3379	3293
10	2114	1035	1008
11	2114	4649	4539
12	2114	1014	979
13	2114	155	131
14	2114	1783	1734
15	2114	1838	1790
16	2114	2764	2696
17	2114	1404	1359
18	2114	2923	2839
19	2114	5597	5444
20	2114	1116	1073
21	2114	1172	1133
22	2114	187	182
23	2114	1277	1230
24	2114	4851	4729
25	2114	97	92
26	2114	920	894
27	2114	2964	2872
28	2114	1435	1396
29	2114	3461	3363
30	2114	7994	7761
31	2114	1186	1122
32	2114	3592	3476
33	2114	1134	1097
34	2114	5148	5006
35	2114	2633	2551
36	2114	1524	1479
37	2114	143	139
38	2114	5490	5356
39	2114	10265	9976
40	2114	2981	2895
41	2114	3818	3705
42	2114	7952	7714
43	2114	2669	2585
44	2114	1747	1692
45	2114	6646	6516
46	2114	3864	3743
47	2114	3087	3004
48	2114	749	715
49	2114	611	586
50	2114	7740	7506
51	2114	8837	8584
52	2114	4449	4316
53	2114	7165	7008
54	2114	3361	3261
55	2114	2490	2415
56	2114	3170	3081
57	2114	578	563
58	2114	5026	4877
59	2114	6115	5948
60	2114	3529	3442
61	2114	456	438
62	2114	3216	3131
63	2114	5019	4870
64	2114	1326	1289
65	2114	6284	6111
66	2114	4671	4535
67	2114	3531	3441
68	2114	2850	2765
69	2114	3700	3598
70	2114	9086	8833
71	2114	3277	3183
72	2114	5390	5265
73	2114	104	95
74	2114	6565	6361
75	2114	5420	5277
76	2114	6548	6369
77	2114	1870	1804
78	2114	1395	1334
79	2114	2298	2232
80	2114	956	900
81	2114	4458	4331
82	2114	1650	1587
83	2114	951	940
84	2114	7210	6966
85	2114	1461	1364
86	2114	4606	4484
87	2114	4471	4354
88	2114	637	611
89	2114	2002	1960
90	2114	1319	1285
91	2114	4628	4486
92	2114	1814	1764
93	2114	2262	2179
94	2114	881	860
95	2114	1562	1500
96	2114	1658	1567
0	2115	54883	52758
1	2115	1	0
2	2115	238	221
3	2115	2655	2591
4	2115	724	708
5	2115	1759	1713
6	2115	1402	1355
7	2115	5094	4956
8	2115	2657	2572
9	2115	3503	3406
10	2115	1057	1023
11	2115	4826	4691
12	2115	932	904
13	2115	180	155
14	2115	1874	1807
15	2115	1830	1780
16	2115	2677	2604
17	2115	1342	1303
18	2115	2914	2838
19	2115	5637	5477
20	2115	1150	1111
21	2115	1105	1073
22	2115	162	155
23	2115	1311	1264
24	2115	4833	4685
25	2115	124	115
26	2115	914	890
27	2115	2967	2887
28	2115	1447	1395
29	2115	3491	3399
30	2115	8150	7923
31	2115	1191	1137
32	2115	3682	3570
33	2115	1108	1079
34	2115	5444	5320
35	2115	2620	2533
36	2115	1451	1411
37	2115	170	164
38	2115	5465	5348
39	2115	10467	10124
40	2115	2999	2926
41	2115	3884	3777
42	2115	8026	7800
43	2115	2707	2630
44	2115	1724	1665
45	2115	6636	6515
46	2115	3828	3703
47	2115	3303	3188
48	2115	721	681
49	2115	638	611
50	2115	7787	7540
51	2115	8975	8702
52	2115	4474	4322
53	2115	7331	7165
54	2115	3338	3249
55	2115	2501	2428
56	2115	3280	3185
57	2115	599	568
58	2115	4988	4854
59	2115	6177	6014
60	2115	3529	3412
61	2115	482	469
62	2115	3308	3218
63	2115	5062	4911
64	2115	1284	1235
65	2115	6549	6364
66	2115	4604	4467
67	2115	3530	3436
68	2115	2702	2617
69	2115	3745	3628
70	2115	8969	8694
71	2115	3310	3216
72	2115	5530	5377
73	2115	104	99
74	2115	6521	6347
75	2115	5514	5349
76	2115	6562	6384
77	2115	1911	1848
78	2115	1393	1346
79	2115	2252	2182
80	2115	900	838
81	2115	4376	4229
82	2115	1624	1560
83	2115	1027	988
84	2115	7115	6851
85	2115	1444	1364
86	2115	4628	4472
87	2115	4502	4362
88	2115	642	616
89	2115	2000	1940
90	2115	1296	1269
91	2115	4620	4498
92	2115	1776	1700
93	2115	2236	2157
94	2115	896	863
95	2115	1553	1497
96	2115	1607	1534
0	2116	55246	52958
1	2116	2	2
2	2116	275	268
3	2116	2678	2611
4	2116	709	696
5	2116	1915	1865
6	2116	1468	1421
7	2116	5090	4973
8	2116	2712	2649
9	2116	3455	3364
10	2116	1066	1036
11	2116	4803	4671
12	2116	896	865
13	2116	168	143
14	2116	1874	1817
15	2116	1879	1829
16	2116	2723	2650
17	2116	1443	1409
18	2116	3008	2930
19	2116	5734	5569
20	2116	1111	1081
21	2116	1197	1166
22	2116	169	164
23	2116	1329	1285
24	2116	4861	4718
25	2116	94	86
26	2116	963	936
27	2116	2969	2877
28	2116	1428	1382
29	2116	3522	3427
30	2116	8298	8044
31	2116	1176	1107
32	2116	3764	3654
33	2116	1271	1221
34	2116	5400	5244
35	2116	2712	2626
36	2116	1540	1479
37	2116	161	154
38	2116	5679	5547
39	2116	10331	10023
40	2116	2886	2798
41	2116	3884	3794
42	2116	8143	7931
43	2116	2666	2587
44	2116	1715	1645
45	2116	6601	6464
46	2116	3998	3873
47	2116	3185	3092
48	2116	766	738
49	2116	627	610
50	2116	7678	7452
51	2116	8789	8539
52	2116	4425	4301
53	2116	7133	6985
54	2116	3408	3307
55	2116	2581	2503
56	2116	3279	3200
57	2116	587	570
58	2116	5035	4869
59	2116	6105	5918
60	2116	3609	3517
61	2116	498	472
62	2116	3283	3197
63	2116	4953	4809
64	2116	1288	1246
65	2116	6366	6187
66	2116	4696	4554
67	2116	3650	3553
68	2116	2893	2794
69	2116	3694	3600
70	2116	8965	8697
71	2116	3439	3331
72	2116	5329	5193
73	2116	89	88
74	2116	6540	6321
75	2116	5476	5336
76	2116	6736	6558
77	2116	1913	1864
78	2116	1451	1395
79	2116	2313	2238
80	2116	909	869
81	2116	4421	4299
82	2116	1689	1643
83	2116	980	945
84	2116	7406	7147
85	2116	1496	1407
86	2116	4758	4636
87	2116	4523	4422
88	2116	660	643
89	2116	1930	1865
90	2116	1352	1323
91	2116	4700	4593
92	2116	1822	1747
93	2116	2235	2174
94	2116	929	892
95	2116	1570	1519
96	2116	1682	1621
0	2117	55824	53546
1	2117	4	2
2	2117	258	246
3	2117	2773	2688
4	2117	746	721
5	2117	1801	1742
6	2117	1324	1284
7	2117	5166	5032
8	2117	2636	2561
9	2117	3591	3486
10	2117	1061	1024
11	2117	4829	4707
12	2117	1043	999
13	2117	174	145
14	2117	1889	1836
15	2117	1844	1795
16	2117	2659	2591
17	2117	1383	1337
18	2117	3151	3076
19	2117	5693	5536
20	2117	1108	1080
21	2117	1198	1170
22	2117	176	166
23	2117	1326	1281
24	2117	4943	4793
25	2117	108	102
26	2117	941	918
27	2117	3083	2982
28	2117	1485	1438
29	2117	3549	3435
30	2117	8179	7940
31	2117	1211	1165
32	2117	3697	3570
33	2117	1202	1159
34	2117	5534	5377
35	2117	2715	2619
36	2117	1520	1461
37	2117	188	180
38	2117	5562	5426
39	2117	10574	10278
40	2117	3053	2962
41	2117	3999	3910
42	2117	7990	7788
43	2117	2713	2630
44	2117	1747	1689
45	2117	6648	6484
46	2117	3959	3844
47	2117	3208	3108
48	2117	797	766
49	2117	665	640
50	2117	7897	7624
51	2117	9200	8931
52	2117	4536	4399
53	2117	7412	7240
54	2117	3382	3281
55	2117	2560	2480
56	2117	3342	3240
57	2117	590	566
58	2117	5043	4866
59	2117	6116	5920
60	2117	3648	3540
61	2117	491	468
62	2117	3239	3135
63	2117	4991	4840
64	2117	1294	1245
65	2117	6588	6397
66	2117	4633	4479
67	2117	3551	3442
68	2117	2975	2876
69	2117	3582	3469
70	2117	9162	8868
71	2117	3421	3310
72	2117	5404	5239
73	2117	82	76
74	2117	6642	6419
75	2117	5361	5211
76	2117	6727	6545
77	2117	1900	1844
78	2117	1358	1304
79	2117	2373	2311
80	2117	933	878
81	2117	4455	4333
82	2117	1688	1625
83	2117	1000	961
84	2117	7359	7058
85	2117	1505	1424
86	2117	4688	4536
87	2117	4544	4405
88	2117	634	611
89	2117	2032	1962
90	2117	1325	1273
91	2117	4719	4600
92	2117	1776	1713
93	2117	2334	2247
94	2117	930	899
95	2117	1623	1549
96	2117	1711	1628
0	2118	55733	53591
1	2118	5	3
2	2118	256	242
3	2118	2731	2642
4	2118	757	732
5	2118	1883	1824
6	2118	1454	1417
7	2118	5198	5080
8	2118	2803	2742
9	2118	3445	3341
10	2118	1052	1027
11	2118	4891	4724
12	2118	990	950
13	2118	164	139
14	2118	2007	1950
15	2118	1954	1905
16	2118	2847	2770
17	2118	1410	1367
18	2118	3159	3083
19	2118	5713	5542
20	2118	1143	1111
21	2118	1211	1160
22	2118	180	173
23	2118	1289	1256
24	2118	4967	4846
25	2118	121	112
26	2118	981	953
27	2118	3038	2958
28	2118	1479	1427
29	2118	3623	3529
30	2118	8235	7997
31	2118	1225	1165
32	2118	3746	3624
33	2118	1253	1219
34	2118	5580	5442
35	2118	2758	2688
36	2118	1559	1495
37	2118	165	160
38	2118	5742	5618
39	2118	10554	10264
40	2118	3082	2982
41	2118	3890	3771
42	2118	8041	7838
43	2118	2779	2699
44	2118	1815	1752
45	2118	6671	6517
46	2118	4032	3905
47	2118	3292	3187
48	2118	789	755
49	2118	605	578
50	2118	7862	7656
51	2118	9106	8858
52	2118	4500	4354
53	2118	7592	7411
54	2118	3537	3420
55	2118	2534	2464
56	2118	3305	3220
57	2118	599	580
58	2118	5069	4921
59	2118	6303	6119
60	2118	3692	3597
61	2118	438	427
62	2118	3294	3195
63	2118	5115	4949
64	2118	1330	1294
65	2118	6472	6283
66	2118	4797	4657
67	2118	3525	3418
68	2118	2975	2864
69	2118	3735	3621
70	2118	9119	8859
71	2118	3375	3284
72	2118	5433	5268
73	2118	104	99
74	2118	6760	6558
75	2118	5548	5390
76	2118	6601	6412
77	2118	1935	1875
78	2118	1421	1367
79	2118	2435	2367
80	2118	945	899
81	2118	4499	4361
82	2118	1731	1674
83	2118	1000	961
84	2118	7369	7084
85	2118	1547	1442
86	2118	4780	4632
87	2118	4700	4569
88	2118	630	601
89	2118	2050	1980
90	2118	1307	1277
91	2118	4716	4598
92	2118	1806	1751
93	2118	2273	2206
94	2118	869	838
95	2118	1640	1578
96	2118	1685	1609
0	2119	56963	54522
1	2119	2	2
2	2119	252	236
3	2119	2758	2675
4	2119	688	656
5	2119	1801	1745
6	2119	1392	1335
7	2119	5206	5047
8	2119	2770	2691
9	2119	3494	3387
10	2119	1042	1009
11	2119	4859	4688
12	2119	1023	980
13	2119	212	193
14	2119	1907	1853
15	2119	1911	1848
16	2119	2669	2604
17	2119	1438	1397
18	2119	2934	2842
19	2119	5777	5606
20	2119	1106	1069
21	2119	1239	1191
22	2119	190	177
23	2119	1313	1280
24	2119	4886	4736
25	2119	121	112
26	2119	982	952
27	2119	3013	2917
28	2119	1386	1333
29	2119	3525	3425
30	2119	8389	8096
31	2119	1251	1190
32	2119	3780	3654
33	2119	1194	1165
34	2119	5471	5291
35	2119	2738	2639
36	2119	1525	1479
37	2119	160	157
38	2119	5658	5520
39	2119	10616	10272
40	2119	2900	2812
41	2119	4071	3942
42	2119	8066	7841
43	2119	2733	2660
44	2119	1697	1616
45	2119	6651	6499
46	2119	4136	3998
47	2119	3341	3221
48	2119	742	699
49	2119	640	606
50	2119	8076	7812
51	2119	8953	8630
52	2119	4503	4361
53	2119	7524	7348
54	2119	3384	3267
55	2119	2619	2549
56	2119	3306	3206
57	2119	598	573
58	2119	5202	5020
59	2119	6154	5949
60	2119	3677	3552
61	2119	451	431
62	2119	3381	3283
63	2119	4938	4772
64	2119	1355	1319
65	2119	6634	6419
66	2119	4759	4594
67	2119	3632	3519
68	2119	2998	2899
69	2119	3795	3666
70	2119	9133	8811
71	2119	3318	3202
72	2119	5646	5484
73	2119	103	99
74	2119	6843	6585
75	2119	5617	5457
76	2119	6782	6575
77	2119	1843	1786
78	2119	1395	1346
79	2119	2317	2237
80	2119	989	929
81	2119	4617	4474
82	2119	1730	1673
83	2119	899	867
84	2119	7262	6980
85	2119	1553	1438
86	2119	4648	4496
87	2119	4528	4387
88	2119	628	599
89	2119	2020	1965
90	2119	1226	1205
91	2119	4726	4563
92	2119	1758	1687
93	2119	2348	2274
94	2119	894	863
95	2119	1571	1506
96	2119	1683	1590
